"case","base_url","model","gpu_index","target_prompt_tokens","actual_prompt_tokens_max","max_tokens","runs","warmup_runs","status","exit_code","context_started_at","context_ended_at","context_elapsed_seconds","avg_wall_completion_tps","result_csv"
"qwopus-coder-mtp-q4-ctx256k-mtp-prompt10k-gen1024","http://127.0.0.1:39186/v1","qwopus3.6-27b-coder-mtp-q4-k-m","0","10000","8908","1024","1","0","ok","0","2026-06-24T18:33:51.6917696-07:00","2026-06-24T18:34:08.4621745-07:00","16.768","66.37","D:\forPublic\nvidia-local-llm-profiles\results\rtx-5090\qwopus-coder-mtp-q4-ctx256k-mtp-prompt10k-gen1024-20260624-183351.csv"
"qwopus-coder-mtp-q4-ctx256k-mtp-prompt200k-gen1024","http://127.0.0.1:39186/v1","qwopus3.6-27b-coder-mtp-q4-k-m","0","200000","174591","1024","1","0","ok","0","2026-06-24T18:34:08.5017619-07:00","2026-06-24T18:36:53.7122452-07:00","165.21","6.25","D:\forPublic\nvidia-local-llm-profiles\results\rtx-5090\qwopus-coder-mtp-q4-ctx256k-mtp-prompt200k-gen1024-20260624-183351.csv"
