"timestamp","started_at","ended_at","case","warmup","run","base_url","model","gpu_index","gpu_name","driver","max_tokens","temperature","seed","prompt_style","target_prompt_tokens","prompt_chars","prompt_sha256","prompt_tokens","completion_tokens","total_tokens","wall_seconds","wall_completion_tps","power_before_w","power_after_w","clock_before_mhz","clock_after_mhz","mem_clock_before_mhz","mem_clock_after_mhz","temp_before_c","temp_after_c","memory_before_mib","memory_after_mib","memory_total_mib"
"2026-07-14T18:16:35","2026-07-14T18:16:35.9320303-07:00","2026-07-14T18:16:52.3306111-07:00","qwen36-27b-q4-targetonly-ctx4k-nothink-prompt1k-gen1024","True","1","http://127.0.0.1:39209/v1","qwen-target","0","NVIDIA GeForce RTX 5090","610.62","1024","0","1234","BookContext","1000","5656","d36a9eead391ecb7dbed87cd71608929929af33a89ed736a77a5bf5b37ea3c16","1174","1024","2198","16.396","62.456","70.51","377.28","2415","2400","13801","13801","46","60","16148","16268","32607"
"2026-07-14T18:16:52","2026-07-14T18:16:52.9058219-07:00","2026-07-14T18:17:08.5470833-07:00","qwen36-27b-q4-targetonly-ctx4k-nothink-prompt1k-gen1024","False","1","http://127.0.0.1:39209/v1","qwen-target","0","NVIDIA GeForce RTX 5090","610.62","1024","0","1234","BookContext","1000","5656","d36a9eead391ecb7dbed87cd71608929929af33a89ed736a77a5bf5b37ea3c16","1174","1024","2198","15.64","65.473","285.27","351.79","2415","2400","13801","13801","53","59","16268","16268","32607"
